Masked_User_Id,1_11Score,1_12Score,2_14Score,2_15Score,3_17Score,3_18Score,1_11Grade,1_12Grade,2_14Grade,2_15Grade,3_17Grade,3_18Grade,Term,Repetitions,Dropped
stu2332,4,2,2,0,,,1.7,3.25,1.9,2.65,,,201501,0,NO
stu2342,0,0,1,3,,2,1.4,2.55,1.15,3.4,,3.55,201501,0,NO
dstu116,7,3,5,3,,-1,2.7,2.8,2.25,3.55,,3.85,201501,2,NO
stu2371,,,,,,,,,,,,,201501,0,YES
stu2378,8,1,0,-5,,0,1.55,2.5,1.2,1.35,,2.5,201501,0,NO
stu2383,-1,1,2,5,,4,1.75,1.3,1.65,1.9,,3,201501,0,YES
stu2392,0,0,0,0,0,0,3.65,4,3.75,4,4,4,201501,0,YES
stu2393,0,0,0,0,0,0,2.9,3.25,3.5,4,4,4,201501,0,NO
stu2397,2,4,12,6,,10,2.6,3.45,3.4,3.35,,3.6,201501,0,NO
dstu118,2,5,9,4,,4,1.7,3.55,2.5,3.45,,3.5,201501,2,NO
dstu119,1,5,0,1,3,0,1.6,2.6,0,1.4,1.8,3.8,201501,2,NO
stu2428,4,1,2,3,,3,2.6,2.6,1.5,3.85,,3.45,201501,0,NO
dstu120,6,0,1,6,,2,3.6,3.75,3.25,3.25,,3.85,201501,2,NO
stu2448,3,3,3,1,0,-1,3.2,3.55,2.3,3.15,0,3.5,201501,0,NO
stu2452,-10,-4,1,-1,,-4,1.3,1.2,0.35,0.95,,1.6,201501,0,NO
dstu121,,,,,,,,,,,,,201501,2,YES
stu2484,,,,,,,,,,,,,201501,0,YES
stu2498,7,13,5,3,,4,2.6,3.8,3.35,3.4,,3.2,201501,0,NO
stu2509,-1,5,4,-2,,2,2.2,3,2.75,2.6,,3.5,201501,0,NO
stu2512,0,1,0,0,0,0,3.6,3.85,2.35,3.25,3.4,3.9,201501,0,NO
dstu122,4,1,5,-1,,0,2.9,3.3,2.95,2.45,,0,201501,2,YES
stu2518,-1,-2,5,4,0,2,2.85,3.5,2.95,3.35,0,3.8,201501,0,YES
stu2525,9,0,4,4,,5,2.2,1.2,1.95,3.1,,3.4,201501,0,NO
dstu123,2,0,7,,,,2.65,3.6,2.45,,,,201501,3,NO
stu2547,,,0,,,,,,0,,,,201501,0,YES
stu2550,12,2,5,-4,,4,2.75,3.35,2.75,3.15,,3.35,201501,0,NO
stu2553,0,3,2,0,0,0,3.6,3.65,3.15,3.5,3.1,3.9,201501,0,NO
stu2555,-1,0,0,0,,,2.55,3.45,3.7,3.95,,,201501,0,YES
dstu125,,7,1,7,1,0,,2.8,2.8,3.6,0.6,3.8,201501,2,NO
stu2565,-2,3,1,0,0,0,2.5,2.5,2.8,3.3,2.75,3.55,201501,0,YES
stu2576,,,,,,,,,,,,,201501,0,YES
stu2591,7,1,2,2,,0,2.8,4,2.9,3.25,,0,201501,0,NO
stu2605,2,5,2,-1,,-1,2.4,2.4,1.95,2.3,,1.7,201501,0,NO
stu2606,8,2,4,3,,3,3.3,3.35,2.6,3.3,,3.5,201501,0,NO
dstu130,14,10,7,5,10,9,2.65,2.5,0.7,2.55,2.25,3,201501,2,NO
dstu131,,,,,,,,,,,,,201501,2,YES
stu2642,5,1,5,5,,,2.7,3.25,2.25,3,,,201501,0,NO
stu2677,2,1,2,5,,0,1.2,2.1,1.45,2.95,,0,201501,0,YES
dstu134,-2,3,2,3,1,5,1.4,2.5,2.3,2.85,0,3.35,201501,2,NO
stu2693,,2,0,0,0,0,,3.25,1.95,3.1,2.25,3.6,201501,0,NO
stu2705,4,2,1,3,,1,2.65,3.8,2.55,3.85,,3.95,201501,0,NO
stu2717,3,0,1,0,,0,3,3.6,3.5,3.85,,3.3,201501,0,NO
stu2737,5,3,3,0,,,2.8,3.8,1.45,2.75,,,201501,0,NO
stu2763,0,0,0,0,0,0,3.5,4,3.7,4,4,4,201501,0,NO
stu2764,-2,-1,,-3,,2,0,2.75,,1.95,,3.55,201501,0,NO
stu2782,3,3,-1,1,,4,3.25,2.35,3.05,3.4,,3.15,201501,0,NO
dstu139,1,-1,2,0,,,1,1.2,0.4,1.8,,,201501,3,YES
stu2831,0,0,,,,0,2.7,3.5,,,,4,201501,0,NO
stu2862,0,0,0,0,0,0,2.85,4,2.7,3.75,4,4,201501,0,YES
dstu140,1,0,-1,0,0,0,3.55,4,3.05,4,4,4,201501,2,NO
dstu141,-1,,,,,,2.25,,,,,,201501,2,NO
stu2879,6,-1,9,-1,,3,3.75,3.45,2.6,3.3,,2.7,201501,0,NO
stu2888,0,3,-2,4,6,1,3.4,3.8,3.2,3.6,3.2,3.6,201501,0,NO
stu2889,,0,1,0,,0,,2.45,2.25,3.1,,3.2,201501,0,NO
stu2931,0,0,-2,6,,9,1.65,1.75,0.6,1.35,,3,201501,0,NO
stu2936,,2,,5,,,,2,,1.2,,,201501,0,YES
stu2959,1,4,2,2,1,1,1.7,3.95,3.1,3.5,0,3.25,201501,0,YES
stu2989,8,13,22,15,17,21,3.25,3.7,3.85,3.8,3.8,3.9,201501,0,NO
dstu142,,0,1,0,,0,,3,1.9,2,,3.3,201501,2,NO
stu3004,0,0,0,0,0,0,2.5,2.2,2.55,3.5,4,4,201501,0,YES
stu3029,4,3,1,0,2,4,2.35,2.75,2.65,0,0,3.4,201501,0,NO
stu3039,2,,,0,,0,2.3,,,0.65,,2.2,201501,0,YES
stu3057,0,0,0,0,0,0,2.95,4,3.55,4,4,4,201501,0,NO
stu3067,9,11,6,11,,8,3.15,3.7,3.8,3.85,,3.85,201501,0,YES
stu3071,0,0,0,0,0,0,2.4,3.75,2.75,3.5,4,4,201501,0,NO
stu3087,1,5,3,2,0,0,2.6,2.4,3.2,2.8,3.6,3.4,201501,0,NO
dstu143,9,16,13,10,10,9,2.6,2.6,3,3.35,2.65,3.2,201501,2,NO
stu3097,6,7,5,12,,6,1.55,2.8,2.75,3.4,,3.5,201501,0,NO
stu3099,0,1,0,0,0,0,3.3,3.55,2.4,3.25,3.65,3.85,201501,0,NO
dstu145,11,3,-5,0,,-5,1.5,2.25,0.7,1.3,,1.5,201501,2,YES
stu3114,4,2,4,3,,0,2.95,3.6,3.35,3.95,,0,201501,0,NO
dstu146,,,,,,,,,,,,,201501,2,YES
stu3121,5,8,4,-4,,3,3.3,3.05,2.85,2.05,,3.6,201501,0,NO
dstu148,1,-1,4,-5,1,0,2,2.4,2.8,2.8,2.8,3.4,201501,2,YES
stu3138,0,-1,0,3,,3,2.65,2.75,3.4,2.45,,3.5,201501,0,NO
dstu149,8,1,5,4,,0,2.5,3.25,2.2,3.8,,0,201501,2,NO
stu3187,13,11,15,,,,2.6,3.45,1.9,,,,201501,0,YES
stu3197,3,3,10,16,5,7,2,2.65,3.25,3.5,2.15,2.85,201501,0,NO
stu3198,2,4,5,0,,-2,3.3,3.55,2.6,2.75,,2.55,201501,0,NO
stu3204,,,,,,,,,,,,,201501,0,YES
stu3216,2,0,0,0,0,0,2.75,3.75,3.7,4,4,4,201501,0,NO
dstu151,,,,,,,,,,,,,201501,2,NO
dstu152,-1,1,2,0,0,0,1.7,1.75,2.05,3,4,4,201501,2,NO
dstu153,0,-3,2,1,4,0,0.8,1,2,2.8,2.6,3.8,201501,2,NO
stu3240,4,0,4,4,,0,2.4,2.55,1.5,2.8,,0,201501,0,NO
stu3245,1,1,5,2,,0,2.7,3.65,3.05,3.55,,0,201501,0,NO
dstu155,,,,,,,,,,,,,201501,2,YES
dstu156,-2,0,5,1,,0,2,0,1.45,1.1,,1.15,201501,2,NO
stu3271,1,2,3,4,,0,1.95,3.25,2.75,3.25,,0,201501,0,NO
stu3272,0,3,1,5,,0,2.25,3.5,1.75,3,,0,201501,0,NO
stu3285,1,0,0,0,0,0,3.95,4,3.95,4,4,4,201501,0,NO
stu3291,,,,,,,,,,,,,201501,0,YES
stu3314,0,7,3,8,,9,1.45,2.3,1,2.9,,3.45,201501,0,NO
stu3353,5,1,4,0,,0,3,3.8,3.25,3.6,,0,201501,0,NO
stu3381,8,4,5,1,,0,3.3,3.7,2.85,3.55,,0,201501,0,NO
stu3428,3,1,3,0,0,1,2.2,2.95,3.15,0,0,1.85,201501,0,NO
dstu162,,,,,,,,,,,,,201501,2,NO
stu3449,4,0,3,,,0,2.2,2.75,1.35,,,0,201501,0,YES
stu3451,7,8,22,7,4,9,3.4,3.6,3.8,3.85,2.7,3.75,201501,0,YES
stu3456,0,0,0,0,0,0,2.8,3.45,2.5,4,4,4,201501,0,NO
stu3459,,,,,,,,,,,,,201501,0,NO
stu3464,3,2,7,5,0,0,1.75,2.95,2.55,3.5,2.6,0,201501,0,NO
stu3477,2,3,12,4,0,5,3.3,3,2.7,3.35,0,3.6,201501,0,YES
stu3491,4,6,3,5,1,2,3.2,3.6,3.15,3.8,0,3.3,201501,0,NO
stu3493,7,2,5,-5,,10,2.5,2.9,2.65,3,,2.8,201501,0,NO
dstu163,6,6,3,1,0,5,1.35,1.25,0,0,0,2.15,201501,2,NO
stu3513,2,0,,,,0,2.4,2.65,,,,0,201501,0,NO
stu3515,2,1,6,0,0,3,2.55,3.45,2.4,2.6,0,3.6,201501,0,NO
stu3536,1,-2,5,-3,,0,2.4,2.65,2.95,2.45,,0,201501,0,NO
dstu164,2,4,-1,6,,0,1.2,0.75,0.9,1.4,,2.55,201501,3,NO
dstu165,,,,,,,,,,,,,201501,2,YES
stu3577,1,-1,0,0,0,0,2.4,2.7,3.55,3.75,4,4,201501,0,NO
stu3592,3,3,2,-2,,0,2,3.55,2.3,2.8,,0,201501,0,YES
stu3593,3,4,8,1,,-1,3.4,3.15,3.3,2.75,,2.55,201501,0,NO
stu3595,0,0,4,0,,-2,2.35,2.65,3.1,3.75,,3.6,201501,0,NO
stu3604,0,0,0,0,0,0,3.05,3.5,3.25,4,4,4,201501,0,NO
stu3605,6,4,10,-8,,-2,0.85,1.1,0.9,0.45,,2,201501,0,YES
dstu169,3,-1,0,0,,0,2.3,2.4,1.65,2.65,,3.6,201501,2,NO
stu3651,1,0,2,0,0,0,2.65,3.8,4,4,4,4,201501,0,NO
stu3661,5,5,2,1,1,3,2.5,3.75,2.35,3.3,0,3.55,201501,0,NO
dstu170,-1,0,1,1,,-2,0,2.05,1.6,1.05,,1.45,201501,2,YES
dstu171,,,,,,,,,,,,,201501,2,YES
dstu172,0,2,,1,-1,1,2,2.2,,2.4,2.4,2.4,201501,2,YES
stu3674,13,5,9,15,4,8,2.2,2.1,1.8,3.2,2.65,3,201501,0,YES
dstu173,4,1,3,1,,0,2.65,3.45,2.75,2.5,,0,201501,2,NO
dstu174,,,,,,,,,,,,,201501,2,NO
dstu175,5,0,1,3,,2,1.45,2.2,0.85,1.3,,2.35,201501,2,NO
stu3708,0,0,0,0,0,0,2.55,3.5,3.25,4,4,4,201501,0,NO
dstu176,0,3,,,1,0,2,3,,,3.2,2.4,201501,2,YES
stu3745,7,4,8,4,,8,2,2.75,2.75,3.7,,3.6,201501,0,YES
dstu178,,,0,1,2,0,,,1.2,2.2,1.6,1.6,201501,2,YES
dstu179,,,,,,,,,,,,,201501,2,YES
stu3772,13,4,3,1,,6,2.35,3,1.7,2.5,,3.6,201501,0,NO
stu3779,0,0,1,0,0,0,2.75,3,2.75,3.45,3.4,3.6,201501,0,NO
stu3782,2,0,0,0,0,0,2.55,2.8,1.15,1.85,2.1,3,201501,0,NO
stu3788,5,0,6,6,,0,2.9,3.35,2.55,3.5,,0,201501,0,NO
stu3797,6,1,-4,1,0,0,2.1,1.65,0.7,0.95,0,2.2,201501,0,NO
stu3800,1,,,,,,1.6,,,,,,201501,0,YES
stu3801,2,0,2,0,,0,2.75,3.45,2.15,3.1,,3.5,201501,0,NO
stu3802,,,,0,,0,,,,3.5,,3.55,201501,0,NO
stu3825,0,0,0,0,0,0,3.8,4,2.95,4,4,4,201501,0,NO
stu3835,5,1,4,3,1,3,3.1,3.3,2,3.2,0,3.15,201501,0,NO
stu3839,0,0,0,0,0,0,2.8,4,2.5,4,4,4,201501,0,NO
stu3845,2,-1,0,0,,0,2.85,3.3,2.3,3.35,,3.55,201501,0,NO
stu3853,0,0,0,0,0,0,3.5,4,3.7,4,4,4,201501,0,NO
stu3872,-2,0,2,0,0,2,2.6,2.55,2.55,3.15,0,2.85,201501,0,NO
stu3873,5,1,4,3,,,3.2,4,2.8,3.8,,,201501,0,NO
dstu181,-1,2,6,4,,0,2.15,2.75,2.25,3.4,,0,201501,2,YES
stu3917,10,4,10,7,16,12,3,3.45,2.7,3.25,2.85,3.4,201501,0,YES
stu3977,1,2,4,5,1,4,2.9,3.55,2.55,3.7,0,3.45,201501,0,NO
stu3980,0,0,0,0,0,0,3.65,3.7,2.7,3.55,2.55,3.9,201501,0,NO
stu3981,,,,,,,,,,,,,201501,0,YES
stu3987,,,,,,,,,,,,,201501,0,YES
stu4003,,,,,,,,,,,,,201501,0,NO
stu4009,4,-1,-1,0,,0,2.4,2.6,0.75,2.35,,2.7,201501,0,NO
stu4010,0,0,0,0,0,0,3,3.55,2.55,3.75,4,4,201501,0,YES
stu4015,2,0,3,0,,0,2.5,3.35,1.5,3.2,,2.85,201501,0,NO
stu4023,2,1,2,2,0,4,1.65,2.5,0,1.8,0,2.2,201501,0,NO
stu4033,0,3,-1,3,,0,2.25,2.05,1.9,3.85,,3.85,201501,0,NO
dstu186,,0,0,2,1,0,,3.2,0,1.6,1.6,3.6,201501,2,NO
dstu187,0,0,0,0,0,0,2.8,3.4,2.9,3.2,2.75,3.6,201501,2,NO
stu4045,2,2,3,4,1,2,2.6,3.4,3.5,3.8,0,3.2,201501,0,NO
stu4068,,-1,-1,2,5,2,,2.4,2.8,3.4,3,3.8,201501,0,YES
dstu189,0,0,4,3,1,0,2.25,1.35,1.8,2.3,0,2.55,201501,3,NO
stu4090,0,4,3,5,,-2,2.65,2.55,3.1,2.75,,3.5,201501,0,NO
stu4098,-2,3,4,2,,5,2.4,2.85,3.35,3.35,,3.8,201501,0,NO
stu4100,3,0,5,5,,3,2.45,2.65,2.6,2.45,,3.4,201501,0,NO
dstu190,,,,,,,,,,,,,201501,2,NO
stu4112,-2,,,,,,1.35,,,,,,201501,0,NO
stu4125,3,0,1,0,,0,3.4,3.55,2.55,3.05,,3.6,201501,0,NO
stu4141,-1,1,11,4,,0,1.5,2.65,2.1,2.8,,0,201501,0,NO
stu4142,0,0,3,0,0,0,3.2,3.25,2.6,3.4,3.25,3.9,201501,0,NO
stu4151,1,5,15,3,,1,2.3,3.6,2.65,3.85,,3.5,201501,0,NO
stu4153,1,0,0,,,,3.2,3.4,2.55,,,,201501,0,NO
stu4159,,0,0,2,6,0,,2,0,2.4,3.4,2.6,201501,0,NO
stu4175,0,0,0,0,0,0,2.3,2.6,2.6,2.85,2.45,3.5,201501,0,YES
stu4181,1,0,1,0,,0,2.35,2.35,1.35,1.7,,3.3,201501,0,NO
stu8,2,2,2,3,8,1,1.55,1.1,1.15,1.55,1.95,1.95,201505,0,NO
stu16,3,4,3,1,1,-1,2.55,3.6,1.6,1.75,1.7,3.05,201505,0,NO
dstu9,,,,,,,,,,,,,201505,2,YES
stu223,3,5,5,6,,0,3.2,3.55,2.6,2.95,,2.65,201505,0,NO
dstu15,-2,3,4,8,,0,2.8,3.3,3.25,3.45,,3.4,201505,2,NO
stu319,1,1,8,6,,0,2.85,3.25,2.75,3.25,,3.25,201505,0,NO
stu329,0,-1,9,8,,0,0,2.95,2.95,2.75,,2.8,201505,0,NO
stu442,0,2,4,1,,0,2.7,3.35,2.75,1.8,,3.2,201505,0,NO
dstu29,2,,4,3,,0,2.7,,2.7,3.05,,3.15,201505,2,NO
stu452,3,-1,-1,3,7,0,2.45,2.25,1.2,1.2,2.5,2.45,201505,0,NO
stu490,1,3,4,1,,0,3.25,3.55,3.6,3.85,,3.65,201505,0,YES
stu503,,,,,,,,,,,,,201505,0,YES
stu570,1,2,2,3,5,2,2.2,3.2,3.35,3.85,2.95,3.5,201505,0,NO
stu658,3,4,6,1,,0,3.5,3.8,3.65,3.85,,3.65,201505,0,NO
stu726,-2,1,6,2,,0,3,3.85,3.75,4,,3.75,201505,0,NO
stu1018,6,-1,3,0,1,1,0.7,2.05,0.95,1.25,1.5,1.55,201505,0,YES
stu1036,3,0,7,4,,0,3.1,3.4,3.5,3.75,,3.45,201505,0,YES
dstu62,,,,,,,,,,,,,201505,2,YES
dstu66,0,2,0,,2,2,1.5,1.3,0,,0.65,0.7,201505,2,NO
stu1369,7,3,2,0,3,3,2.7,3.25,1.4,1.8,2.85,3.25,201505,0,YES
stu1390,4,2,0,4,3,4,2.8,3.55,1.2,2.5,1.75,3.65,201505,0,NO
dstu74,-1,0,,,,,2.45,0,,,,,201505,2,NO
dstu75,,,,,,,,,,,,,201505,2,YES
stu1487,-2,0,2,5,2,1,1.8,1.75,1.15,3.2,1.2,1.2,201505,0,NO
dstu87,,,,,,,,,,,,,201505,2,NO
dstu93,-1,,2,1,1,1,0.45,,0.2,0.2,0.2,0.2,201505,2,NO
stu1799,,,,,,,,,,,,,201505,0,YES
dstu98,2,0,1,2,-1,-1,1.75,2.4,2.6,2.9,2.1,1.6,201505,2,NO
dstu100,,,,,,,,,,,,,201505,2,YES
stu1900,-5,2,7,4,,0,2.7,2.95,2.55,2.9,,2.7,201505,0,NO
dstu101,0,0,7,8,,0,0,2.85,3,3.35,,2.6,201505,3,NO
stu2063,1,2,-3,5,,0,3.25,3.6,2.5,3.15,,3.65,201505,0,NO
stu2109,3,1,-1,5,0,5,1.55,2.9,1.2,2.35,1.2,2.75,201505,0,NO
stu2246,2,-1,5,7,,0,3.15,3.55,3.7,3.75,,3.55,201505,0,NO
stu2318,,,,,,,,,,,,,201505,0,YES
dstu128,,,,,,,,,,,,,201505,2,NO
stu2628,,,,,,,,,,,,,201505,0,YES
stu2634,1,2,1,1,4,1,2.2,1.95,1.75,1.75,1.6,1.6,201505,0,NO
dstu131,3,2,6,5,,0,3.35,3.35,2.65,3.1,,2.7,201505,2,YES
dstu135,4,0,2,4,6,1,2.6,3.6,2.9,3.4,3.55,3.85,201505,2,NO
dstu136,0,2,3,-1,8,2,1.55,2.6,1.1,1.85,2.55,3.8,201505,2,NO
dstu137,-2,1,5,1,5,1,1.45,1.45,2.7,2.7,2.65,2.65,201505,2,NO
stu2727,5,7,-3,4,-1,2,2.65,2.4,1.5,1.5,1.1,2.75,201505,0,NO
stu2728,2,4,3,1,,0,3.4,3.65,2.95,2.55,,3.6,201505,0,NO
dstu138,,,,,,,,,,,,,201505,2,YES
stu2943,,,,,,,,,,,,,201505,0,YES
dstu144,,,,,,,,,,,,,201505,2,NO
stu3233,-2,-2,3,0,,0,2.05,2.3,1.45,2.3,,2.25,201505,0,NO
stu3322,2,1,7,4,,0,3.4,3.8,3.5,3.55,,3.55,201505,0,NO
stu3356,2,0,5,6,,0,3.6,3.35,3.7,3.8,,3.75,201505,0,NO
stu3683,,,,,,,,,,,,,201505,0,YES
dstu175,4,6,3,2,2,0,2.45,2.65,0.85,1.9,0.75,1.3,201505,2,NO
dstu177,,,,,,,,,,,,,201505,2,NO
stu3761,0,6,3,3,,0,2,2.6,2.65,2.6,,3.1,201505,0,YES
dstu180,-2,0,5,1,7,5,1.15,1.3,2.75,2.8,2.1,1.95,201505,2,NO
stu3894,0,8,5,5,,0,0,3.6,2.9,3.3,,2.95,201505,0,NO
stu3904,3,1,5,5,,0,3.6,3.8,3.15,3.45,,3.6,201505,0,YES
stu3956,2,2,8,-1,,0,2.4,2.35,2.55,2.8,,3.4,201505,0,NO
stu3960,3,2,5,4,3,1,1.7,1.95,0.55,1.6,1.6,1.85,201505,0,YES
dstu185,0,1,-2,0,1,1,0.6,1.3,1.1,2.1,2.3,2.3,201505,3,NO
stu4119,-2,4,4,1,,0,2.75,3.05,3,2.85,,3.4,201505,0,NO
stu1,,,,,,,,,,,,,201508,0,NO
stu4,8,2,8,2,11,2,3.35,3.95,3.7,3.8,3.7,3.8,201508,0,NO
stu9,10,1,3,8,4,3,2.25,3.35,1.9,2.65,2,2.95,201508,0,NO
stu11,,,,,,0,,,,,,3.8,201508,0,YES
stu12,,,,,,,,,,,,,201508,0,NO
stu13,2,10,6,2,2,6,0,4,2.5,3,2.05,3.75,201508,0,NO
stu14,,,,,,,,,,,,,201508,0,NO
stu19,0,,2,,,,0.9,,1.45,,,,201508,0,NO
stu21,1,1,0,3,1,4,3.1,2.8,2.8,3.15,2.4,3.35,201508,0,NO
stu26,,,,,,,,,,,,,201508,0,NO
stu30,2,0,4,0,7,3,3,3.6,2.55,3.05,3.15,3.65,201508,0,NO
stu31,0,0,2,3,3,1,3.6,3.25,3.75,3.8,3.8,3.8,201508,0,NO
stu33,8,3,12,5,4,2,3.35,3.05,2.6,3.25,2.8,3.3,201508,0,NO
stu41,22,12,8,4,6,4,3.25,3.6,2.55,3.35,3.15,3.5,201508,0,NO
stu43,,,,,,,,,,,,,201508,0,YES
stu44,,,,,,,,,,,,,201508,0,NO
stu50,,,,,,,,,,,,,201508,0,NO
stu51,2,5,2,10,10,1,2.65,3.5,1.8,3.85,2.25,3.3,201508,0,NO
stu52,7,13,3,12,9,5,1.7,2.7,2.4,3.1,3.15,3.15,201508,0,NO
stu56,1,1,2,5,-1,1,2.85,3.25,2.95,3.5,2.75,3.35,201508,0,NO
stu58,,,,,,,,,,,,,201508,0,NO
stu60,9,8,10,5,7,2,3,4,2.35,3,2.8,3.1,201508,0,NO
stu62,,,,,,,,,,,,,201508,0,NO
stu64,0,-1,,5,0,-1,0.9,2,,0.9,2.6,2.65,201508,0,NO
stu66,,,,,,,,,,,,,201508,0,YES
stu67,13,5,13,13,8,6,2.9,3.55,3.65,4,2.95,3,201508,0,NO
dstu4,,,,,,,,,,,,,201508,3,NO
stu68,4,-1,2,0,2,0,4,4,2.35,2.65,3,3.35,201508,0,NO
stu70,,,,,,,,,,,,,201508,0,YES
stu72,,,,,,0,,,,,,4,201508,0,YES
stu73,6,3,4,2,4,5,2.75,2.55,1.8,2.3,3.1,3,201508,0,YES
stu74,0,0,5,2,1,1,1.85,2.25,2.6,3.4,3.15,3.55,201508,0,NO
stu75,12,2,5,4,8,6,2.05,3.75,2.85,3.25,2.2,3.75,201508,0,NO
stu80,5,2,7,8,6,5,1.85,3.2,1.5,2.75,2.55,3.75,201508,0,NO
stu81,0,1,3,4,7,4,3.75,3,2.5,3.75,3.8,3.75,201508,0,NO
stu82,,,,,,,,,,,,,201508,0,YES
stu83,,,,,,,,,,,,,201508,0,NO
stu84,,,,,,,,,,,,,201508,0,YES
stu85,,,,,,,,,,,,,201508,0,YES
stu86,3,4,3,3,8,4,3.1,3.9,3,3.7,3.25,3.5,201508,0,NO
stu89,4,2,5,-2,1,4,0,0,2.55,2.6,2.7,3.45,201508,0,NO
stu91,0,-1,-2,-1,6,0,0,4,0,2.3,1.65,3.2,201508,0,NO
stu94,11,-2,17,0,9,2,3.15,3.05,2.35,2.35,2.1,2.85,201508,0,NO
stu96,,,,,,,,,,,,,201508,0,NO
stu97,,,,,,,,,,,,,201508,0,YES
stu100,,,,,,,,,,,,,201508,0,YES
dstu6,-1,5,4,-1,-4,6,1.45,1.6,1.5,1.45,0.55,1.25,201508,2,YES
stu101,,,,,,,,,,,,,201508,0,NO
stu102,0,,,,,,0,,,,,,201508,0,NO
stu103,,,,,,,,,,,,,201508,0,NO
stu105,,,,,,,,,,,,,201508,0,NO
stu110,,,,,,,,,,,,,201508,0,NO
stu111,,,0,,,,,,3.55,,,,201508,0,YES
stu114,0,0,0,0,0,0,2.6,3,2.75,3.4,3.1,3.35,201508,0,NO
stu115,5,1,4,0,4,1,1.8,2.3,1.65,2.8,2.3,2.75,201508,0,NO
stu117,,,,,,,,,,,,,201508,0,YES
stu118,,,,,,,,,,,,,201508,0,YES
stu119,1,0,3,5,2,2,3.75,2.55,4,4,3.85,3.9,201508,0,NO
stu122,,,,,,,,,,,,,201508,0,YES
stu123,,,,,,,,,,,,,201508,0,NO
stu125,,,,,,,,,,,,,201508,0,NO
stu126,,,,,,,,,,,,,201508,0,YES
stu127,,,,,,,,,,,,,201508,0,NO
stu128,,,,,,,,,,,,,201508,0,NO
stu129,10,-1,5,13,14,,2.8,2.55,2.5,3.7,2.55,,201508,0,YES
stu130,7,6,3,1,7,2,2.45,3.6,2.7,3.35,3.2,3.8,201508,0,NO
stu131,2,4,0,1,2,6,3.2,3.45,2.9,3.45,3.55,3.6,201508,0,NO
stu132,2,0,0,,5,,3.5,3.85,3.05,,2.95,,201508,0,NO
stu133,1,0,-2,2,-6,-1,1.65,3.05,1.1,1.75,0.95,1.25,201508,0,NO
dstu7,0,,,,,,3.1,,,,,,201508,2,YES
stu137,,,,,,,,,,,,,201508,0,NO
stu138,-1,-2,4,1,1,2,1.85,2.4,2.25,3.05,2.95,3.25,201508,0,NO
dstu8,,,,,,,,,,,,,201508,2,NO
stu142,,,,,,,,,,,,,201508,0,YES
stu143,0,1,-2,0,3,0,3.35,3.3,1.45,1.45,3.3,2.65,201508,0,YES
stu147,4,5,-1,0,1,3,2.9,3.4,2.15,2.8,3.1,3.6,201508,0,NO
stu149,,,,,,,,,,,,,201508,0,NO
stu150,3,2,4,6,8,-1,0,0,2.5,2.9,3.4,3.45,201508,0,NO
stu152,,,,,,,,,,,,,201508,0,YES
stu153,1,7,1,,,,0.75,2.2,2.15,,,,201508,0,YES
stu154,,,,,,,,,,,,,201508,0,NO
stu155,,,,,,,,,,,,,201508,0,YES
dstu9,,,,,,,,,,,,,201508,2,YES
stu157,3,,8,0,5,0,3,,2.35,1.25,3.1,2.9,201508,0,YES
stu160,3,2,4,-2,11,0,2.8,3.4,2.45,2.45,3.45,3.45,201508,0,NO
stu163,8,3,4,-1,8,1,2.85,3.15,3,3,2.95,3.85,201508,0,NO
stu164,0,4,0,,2,7,0,3.05,1.8,,3.35,3.6,201508,0,NO
stu165,,,,,,,,,,,,,201508,0,YES
stu166,3,1,4,1,,1,3.05,3.3,3.6,3.6,,1.9,201508,0,NO
stu170,,,,,,,,,,,,,201508,0,YES
stu172,9,4,5,-4,-8,1,1.9,2.6,1.95,1.8,2,1.25,201508,0,YES
stu174,,,,,,,,,,,,,201508,0,YES
dstu11,,,,,,,,,,,,,201508,2,NO
stu175,0,0,4,1,1,2,2.25,3.8,3.9,3.45,3.6,3.85,201508,0,NO
stu176,,,,,,,,,,,,,201508,0,YES
stu179,6,1,2,6,-4,-1,1.45,2.65,2,3.1,2.65,2.7,201508,0,NO
stu181,-1,1,-6,-3,2,-2,2.85,3.45,1,1.9,2.05,2.7,201508,0,NO
stu183,2,,5,3,7,4,2.75,,4,4,3.9,3.95,201508,0,YES
stu184,,,,,,,,,,,,,201508,0,NO
stu185,,,,,,,,,,,,,201508,0,YES
stu187,0,0,5,2,2,2,2.5,3.65,4,3.85,3.35,3.75,201508,0,NO
stu188,0,0,0,,,0,3.95,4,3.8,,,3.75,201508,0,NO
stu190,,,,,,,,,,,,,201508,0,NO
stu191,0,0,5,1,9,,1.65,2.5,1.45,1.45,2.35,,201508,0,NO
stu194,13,-3,0,12,-2,10,1.8,1.8,2.8,3.45,1.55,3.2,201508,0,NO
stu195,0,0,5,4,0,6,2.25,3.05,3.45,3.75,3.15,3.5,201508,0,NO
stu196,9,6,5,5,9,6,2.45,3.15,3.2,3.1,2.75,3.25,201508,0,NO
stu202,0,0,3,7,1,6,2.8,1.95,2.4,3.25,3,3.3,201508,0,NO
stu204,12,6,2,4,13,,3.55,3.5,2.6,3.1,3.4,,201508,0,NO
stu206,,,,,,,,,,,,,201508,0,NO
stu207,3,0,4,-2,5,-1,1.4,2.1,1.75,2.05,1.95,1.45,201508,0,NO
stu208,,,,,,,,,,,,,201508,0,YES
