Masked_User_Id,1_11Score,1_12Score,2_14Score,2_15Score,3_17Score,3_18Score,1_11Grade,1_12Grade,2_14Grade,2_15Grade,3_17Grade,3_18Grade,Term,Repetitions,Dropped
stu2228,7,15,5,7,13,6,2.65,3.9,1.85,2.35,2,3.55,201408,0,NO
stu2230,4,8,5,3,,,0,4,0,3.4,,,201408,0,YES
stu2233,-2,0,0,0,0,0,2.6,3.35,2.25,3.55,2.75,4,201408,0,NO
stu2237,,,,,,,,,,,,,201408,0,YES
stu2238,5,6,6,1,2,2,3,3.45,2.15,2.6,2.9,3.7,201408,0,NO
stu2239,8,3,11,4,9,2,2.55,3.55,2.5,2.9,2.95,3.65,201408,0,NO
dstu113,1,1,2,1,2,1,1.85,2.2,1.3,1.65,1.45,1.6,201408,2,NO
stu2241,1,0,16,6,8,2,1.5,1.9,2.6,2.85,3.4,4,201408,0,NO
stu2244,6,3,7,5,16,7,2.95,3.3,2.15,3.8,3.25,3.95,201408,0,NO
stu2245,,7,4,9,3,13,,2.4,2.3,2.75,3.05,3.7,201408,0,YES
stu2247,-1,8,1,3,6,5,1.9,2.85,2.8,2.95,2.45,3.15,201408,0,NO
stu2250,10,4,7,3,4,3,2.95,3.8,3.2,3.8,3.55,3.8,201408,0,NO
stu2255,9,2,6,0,-2,3,3.3,3.8,3.45,1.9,2.5,3.3,201408,0,NO
stu2256,9,1,0,4,1,3,2.75,3,2.55,2.65,1.3,1.8,201408,0,NO
stu2257,1,3,5,8,3,0,3.15,3.15,3.35,3.65,3.3,3.7,201408,0,NO
stu2258,5,2,8,3,6,4,3.05,3.35,2.9,3.3,3,3.3,201408,0,NO
stu2259,5,7,9,5,-5,9,2.5,3.1,2.5,3.35,2,3.05,201408,0,NO
stu2265,-4,0,1,3,2,-1,2.9,2.3,2.55,3.25,2.15,2.3,201408,0,NO
stu2267,-3,2,2,4,0,2,2.15,2.55,2.6,3.15,2.35,2.5,201408,0,NO
stu2272,7,8,5,-1,5,3,2.4,3.35,2,2.3,2.35,2.7,201408,0,NO
stu2273,5,0,9,4,0,1,2.8,3.25,2.95,3.05,2.85,2.85,201408,0,NO
stu2274,11,8,8,3,2,12,1.95,3.5,1.7,1.6,2.45,3.75,201408,0,NO
stu2275,,,,,,,,,,,,,201408,0,YES
stu2276,4,9,5,7,6,6,2.4,2.65,3.1,3.6,3.3,3.7,201408,0,NO
stu2278,4,1,10,2,7,8,1.3,1.95,1.25,1.35,1.05,2.8,201408,0,NO
stu2279,-4,4,4,1,2,0,3.25,3.6,3.5,3.8,2.95,3.85,201408,0,NO
stu2280,3,11,4,4,5,6,2.15,2.8,2.4,3.3,3,3.4,201408,0,NO
stu2282,2,1,9,-1,8,7,2.8,2.95,2,3.15,2.85,3.2,201408,0,NO
stu2284,6,2,8,2,2,3,3.45,3.85,4,4,4,4,201408,0,NO
stu2285,6,4,6,2,4,4,3.4,3.6,2.85,2.85,2.6,3.3,201408,0,NO
stu2287,0,4,-1,,0,4,0.9,1.9,1,,2.25,2.4,201408,0,NO
stu2289,9,2,5,1,0,5,3.8,4,3.1,3.25,3.1,3.45,201408,0,NO
stu2291,8,5,7,9,24,1,2.65,2.4,2.3,3.85,2.75,3.25,201408,0,NO
stu2292,,,,,0,1,,,,,3.6,3.8,201408,0,YES
stu2294,3,2,0,1,4,0,3.45,4,3.25,4,3.65,4,201408,0,NO
stu2295,3,1,8,8,12,4,3.25,3.85,2.6,3.8,3.35,3.8,201408,0,NO
stu2298,,,,,,,,,,,,,201408,0,NO
stu2299,0,4,13,8,4,8,1.4,3.15,3.5,3.5,3.4,3.8,201408,0,NO
stu2300,-1,3,8,6,3,4,2.8,3.45,2.95,3.75,3.4,4,201408,0,NO
stu2301,-1,0,0,0,0,0,3.2,3.75,2.95,3.9,3.2,4,201408,0,NO
stu2304,1,0,-1,0,1,0,4,4,2.7,4,4,4,201408,0,NO
stu2305,9,7,-2,7,-4,0,3,2.7,1.55,2.4,2.45,2.6,201408,0,NO
stu2307,0,2,4,-2,-4,0,2.45,3.15,2.9,3.15,2.45,3.2,201408,0,NO
stu2308,-3,,6,0,1,8,2.25,,2.65,2.65,2.95,3.35,201408,0,NO
stu2311,16,1,4,7,11,13,3.5,2.15,2.2,2.55,3.05,3.7,201408,0,NO
stu2312,,,,,,,,,,,,,201408,0,NO
stu2314,3,4,4,2,1,0,1.35,3.2,3.05,3.85,2.95,3.35,201408,0,NO
stu2317,15,8,4,3,7,5,2.45,2.4,2.65,3.5,3.3,3.65,201408,0,NO
stu2320,5,4,8,1,4,5,3.6,3.35,3.25,3.9,2.7,3.6,201408,0,NO
stu2321,1,-3,5,1,0,2,3.3,3.5,2.6,3.3,2.25,3.3,201408,0,YES
stu2326,,,,,,,,,,,,,201408,0,NO
stu2329,6,4,8,9,-1,7,3.5,3.75,2.6,3.7,1.9,3.45,201408,0,NO
stu2337,6,0,7,-3,1,4,2.65,3.2,2,2.45,2.2,2.35,201408,0,NO
stu2338,8,2,3,1,-1,4,2.7,2.1,1.5,2.9,2.85,2.4,201408,0,NO
stu2340,0,,1,0,4,1,2.65,,2.9,2.2,2.2,1.95,201408,0,NO
dstu115,7,1,8,,17,7,3.45,3.75,0.9,,2.1,3.8,201408,2,NO
stu2341,11,4,6,3,9,0,2.6,3,2,3.45,2.7,3.2,201408,0,NO
stu2343,0,2,6,6,4,2,3.1,3.6,2.25,3.55,1.6,3.35,201408,0,NO
stu2345,2,6,5,4,7,1,3.35,3.8,2.5,4,3.15,3.15,201408,0,NO
stu2348,11,0,4,4,1,3,2.95,2.9,3.1,3.25,3.25,3.25,201408,0,YES
stu2351,4,0,5,7,10,-1,1.2,1.85,1.9,3,2.75,3.45,201408,0,NO
stu2353,8,0,4,-1,5,0,2.1,1.9,2.1,2,2.15,1.75,201408,0,NO
stu2354,3,0,1,-2,0,,1.8,2.15,1.5,1.5,0.6,,201408,0,YES
stu2356,6,2,8,1,0,1,3.25,3.4,3.05,3.05,2.65,2.65,201408,0,NO
stu2357,3,6,2,6,13,7,2.6,2.75,2.05,2.75,2.45,3.85,201408,0,NO
stu2358,2,1,3,2,1,4,2.5,3.1,2.5,2.7,3.35,3.35,201408,0,NO
stu2360,5,7,3,7,17,5,2.05,3.75,2.2,3.05,1.5,3.25,201408,0,NO
stu2361,-3,4,12,6,5,0,1.5,1.65,2.2,2.6,2.15,2.25,201408,0,NO
stu2364,22,10,2,10,12,20,2.95,3.8,1.95,3.4,3.55,3.8,201408,0,NO
stu2367,5,4,8,4,5,0,2.35,3.6,2.25,3.35,3.6,3.8,201408,0,NO
stu2372,-1,,,,6,0,1.95,,,,2.1,2.6,201408,0,YES
stu2374,4,5,6,1,0,1,2.7,3.1,2.85,2.5,2.75,3.35,201408,0,NO
stu2379,5,6,4,2,5,2,3.25,3.9,3.15,3.55,3.4,3.6,201408,0,NO
dstu117,,,5,2,-1,0,,,2.65,2.9,2.9,3.05,201408,2,NO
stu2382,,2,0,,,,,3.8,0,,,,201408,0,YES
stu2387,3,3,9,8,1,2,3.65,3.8,3.25,3.75,3.55,3.8,201408,0,NO
stu2388,-1,1,0,0,0,0,3.2,3.7,2.05,3.55,2.9,3.25,201408,0,YES
stu2391,4,3,6,6,4,4,2.5,3.2,1.4,1.7,3.45,3.4,201408,0,NO
stu2401,0,2,6,2,0,2,1.95,3.25,2.25,2.9,2.4,2.85,201408,0,NO
stu2402,-2,0,0,0,0,0,3.9,4,2.75,4,4,4,201408,0,NO
stu2403,13,3,7,9,11,10,2.85,3.5,3.65,3.85,2.85,3.4,201408,0,NO
stu2405,,9,16,,5,0,,2.9,3.4,,3.3,2.9,201408,0,YES
stu2406,-2,0,0,0,0,0,3.5,4,2.5,3.8,3.8,4,201408,0,NO
stu2409,-3,-2,-4,3,,,3,3,2.2,3.55,,,201408,0,NO
stu2412,4,2,2,1,2,6,2.9,3.35,3.8,3.95,3.05,3.7,201408,0,NO
stu2413,7,5,1,4,3,3,2.7,2.5,2.25,2.3,1.6,2.15,201408,0,NO
stu2414,5,1,5,-3,5,4,4,4,3.4,1.85,3.5,3.7,201408,0,NO
stu2416,9,1,-2,0,-5,-6,2.05,2.4,1.5,1.35,1.65,1.9,201408,0,NO
stu2417,3,1,2,0,3,2,1.6,3.25,3.65,3.7,3.15,3.85,201408,0,YES
stu2419,6,2,22,2,13,4,3.2,3.95,2.85,4,3,3.8,201408,0,NO
stu2420,1,3,6,4,4,1,2.65,2.3,2.45,3.45,3,3.75,201408,0,NO
stu2423,5,3,12,2,18,2,2.55,2.25,2.25,2.45,1.3,3.6,201408,0,NO
stu2424,0,-1,8,1,0,1,2.25,3.05,2.55,2.55,2.65,2.65,201408,0,NO
stu2429,3,0,1,1,2,0,0.75,3.05,1.85,3.35,1.85,3.8,201408,0,NO
dstu120,,,,,,,,,,,,,201408,2,NO
stu2433,8,9,6,2,1,2,2.3,2.7,1.5,1.9,1.75,1.75,201408,0,NO
stu2434,3,1,2,0,15,3,3,3,2.2,3.35,3.15,3.15,201408,0,NO
stu2438,4,3,8,5,5,6,2.5,3.2,2.9,3.95,3.15,3.75,201408,0,NO
stu2439,4,2,1,-1,0,-2,2.75,3.3,2.05,2.45,0,2.05,201408,0,YES
stu2443,0,6,10,-2,3,10,2,3,2.5,1.7,2,3.3,201408,0,NO
stu2444,5,4,10,5,-1,4,2.45,2.25,2.85,3.35,1.95,3.3,201408,0,NO
stu2445,6,-2,10,9,4,5,2.5,1.5,2.6,3.5,2.8,3.25,201408,0,NO
stu2447,6,4,2,4,2,2,2.7,2.9,2.5,2.95,2.65,3.3,201408,0,NO
stu2450,1,4,2,8,13,8,2.25,3.45,2.35,2.65,3.25,3.75,201408,0,YES
stu2451,11,9,1,8,6,1,2.5,3.15,2.6,3.15,3.6,3.55,201408,0,NO
stu2453,,,,,0,0,,,,,1,2.2,201408,0,YES
stu2457,9,0,4,11,0,12,2.4,2,2.5,3.2,2.45,2.95,201408,0,NO
stu2459,9,2,3,3,20,1,2.15,2.2,1.15,1.15,2.35,2.8,201408,0,NO
stu2462,0,0,3,10,1,-2,3.65,0,2.75,3.55,2.55,2.45,201408,0,NO
stu2463,-6,6,3,2,2,2,1.5,1.65,1.3,1.25,1.45,1.4,201408,0,NO
stu2464,2,7,-2,5,4,0,2.75,2.25,2.9,3.6,2.35,0,201408,0,NO
stu2466,1,1,2,1,4,,3.75,3.95,3.25,3.65,3.85,,201408,0,NO
stu2467,3,0,4,-1,0,0,3.2,2.2,2.35,2.95,2.6,2.6,201408,0,NO
stu2468,9,1,3,0,6,,2.85,3.05,2.4,2.6,2.15,,201408,0,NO
stu2469,-1,3,0,1,5,8,2.05,3.05,2.6,3.6,2.8,3.6,201408,0,NO
stu2470,2,2,7,-1,10,3,1.6,1.55,2.55,2.7,2.5,3.05,201408,0,YES
stu2471,7,3,18,7,10,7,3.45,3.5,2.1,3,3,3.5,201408,0,NO
stu2472,0,0,5,3,4,9,3.05,3.25,1.1,2.45,1.3,2.7,201408,0,NO
stu2479,17,12,13,7,18,20,2.2,3.65,3.15,3.8,3.35,4,201408,0,NO
stu2485,0,1,4,1,3,10,0.9,2.4,2.35,2.95,2.65,3.05,201408,0,NO
stu2488,,,,,,,,,,,,,201408,0,NO
stu2489,-4,5,6,0,8,3,1.5,2.95,3.4,3.4,3.6,3.8,201408,0,NO
stu2490,5,2,3,5,1,5,3.4,3.45,2.95,3.7,3.25,3.75,201408,0,NO
stu2492,2,3,3,3,2,6,2.9,3.35,2.55,3,3.1,3.3,201408,0,NO
stu2496,6,5,3,5,3,2,2.6,3.65,2.5,3.5,2.2,3.55,201408,0,NO
stu2499,5,4,7,12,9,6,2.55,3.35,3.5,3.75,3.9,3.75,201408,0,NO
stu2500,2,1,1,2,2,4,1.6,1,2,2.95,0.85,3.35,201408,0,NO
stu2504,,0,,0,,,,3.6,,3.6,,,201408,0,YES
stu2505,7,6,4,7,7,4,3.7,3.85,3.15,3.7,3.35,3.75,201408,0,NO
stu2511,-2,0,0,0,0,0,3.3,3.45,2.6,3.25,3.8,3.8,201408,0,NO
stu2513,0,0,,,,,3.35,3.4,,,,,201408,0,NO
dstu122,4,,0,,,,3.35,,0,,,,201408,2,YES
stu2514,4,2,4,5,5,2,2.95,3.55,3.35,3.6,2.75,3.45,201408,0,NO
stu2515,2,2,-1,0,5,0,1.85,3.35,1.35,0,2.6,0,201408,0,YES
stu2521,11,2,3,4,6,1,3.3,3.75,3.55,4,3.6,3.85,201408,0,NO
stu2524,,,,,,,,,,,,,201408,0,YES
stu2526,3,12,16,16,5,7,2.25,2.5,2.55,3.4,2,2.45,201408,0,NO
stu2527,,,,,,,,,,,,,201408,0,YES
dstu123,,,,,,,,,,,,,201408,3,NO
stu2533,6,5,6,10,0,4,2.85,3.2,2.8,3.25,2.85,3.25,201408,0,NO
stu2534,,,,,,,,,,,,,201408,0,NO
stu2535,,,,,,,,,,,,,201408,0,YES
stu2536,3,0,6,2,2,2,1.7,1.35,1.45,1.65,0.9,1.5,201408,0,NO
stu2541,4,0,8,3,2,0,2.75,3,3.05,3.5,3.65,3.25,201408,0,NO
dstu124,2,2,3,1,3,0,1.7,2.3,0.4,0,1.7,2.4,201408,2,NO
stu2548,-1,3,4,9,4,4,2.25,2.55,2.8,3.25,2.85,3.45,201408,0,NO
stu2549,1,0,5,7,9,2,2.1,2.35,1.85,2.85,2.6,0,201408,0,NO
stu2557,7,-1,6,4,4,1,3.3,2.95,3,3.45,2.75,3.5,201408,0,NO
stu2558,2,0,0,1,5,5,2.15,2.7,2.1,2.2,2.4,2.55,201408,0,NO
stu2564,15,4,4,5,2,4,2.5,3.05,2.3,3.45,3.15,3.5,201408,0,NO
stu2566,1,1,4,3,1,10,2.1,2.1,3.45,3.65,2.55,3.1,201408,0,NO
stu2568,16,5,11,5,8,10,3.15,3.2,2.4,2.85,3.1,3.45,201408,0,NO
stu2569,8,-1,8,11,7,4,3.1,3,2.9,3.05,3.05,3.45,201408,0,NO
stu2571,,0,0,0,,,,3.8,0,3.8,,,201408,0,YES
stu2572,8,5,7,-1,5,3,2.8,2.95,2.7,2.75,2.3,2.3,201408,0,NO
stu2573,5,10,1,10,8,6,2.75,4,2,3.2,2.7,3.25,201408,0,NO
stu2575,3,10,6,18,,,2.8,3.5,2.95,3.75,,,201408,0,NO
dstu126,7,3,5,-1,5,0,1.3,1.35,1.1,0.9,1,0.8,201408,2,YES
stu2582,7,10,9,12,17,2,3.05,3.4,2.55,3.55,3.5,3.95,201408,0,YES
dstu127,0,0,,0,,0,2.9,3.95,,3.25,,1.95,201408,2,YES
stu2584,0,3,6,6,10,3,2.7,2,2.15,3.3,2.5,3.15,201408,0,NO
stu2585,6,1,4,2,3,4,2.2,2.45,2.3,3,2.35,3.6,201408,0,NO
stu2588,5,1,8,5,7,6,2.5,2.8,1.65,3.4,3.35,4,201408,0,NO
stu2589,5,0,9,5,2,2,2.75,3.1,2.15,3.3,1.8,2.95,201408,0,NO
stu2594,2,0,0,2,0,0,4,4,3.75,4,4,4,201408,0,NO
stu2595,-2,0,0,0,-2,0,3.05,4,2.65,3.6,2.3,3.35,201408,0,YES
stu2597,10,-3,7,3,1,2,2.8,2.55,2.35,2.5,2,1.95,201408,0,NO
stu2598,-1,11,4,7,7,3,1.75,3.85,2.55,3.85,4,4,201408,0,NO
stu2599,1,11,23,2,7,11,2.45,3.45,3.25,2.4,2.95,3.35,201408,0,NO
stu2600,5,1,11,1,0,2,2.5,2.8,2.6,2.6,2.75,3.4,201408,0,NO
stu2604,-2,,8,0,2,1,3.2,,2.85,3.9,3.4,3.85,201408,0,NO
dstu129,,-3,7,1,0,3,,1.7,2.05,2.05,2.8,2.9,201408,2,NO
stu2609,-2,0,0,0,0,0,2.75,3.5,2,2.7,2.8,3.8,201408,0,NO
stu2612,1,0,3,0,3,1,3.35,3.5,2.45,3.7,2.55,3.5,201408,0,NO
dstu130,0,2,3,8,7,5,1.05,1.45,0.15,2.1,2.55,2.8,201408,2,NO
stu2613,6,3,13,7,12,-1,2.25,3.55,2.25,3.65,2.75,2.85,201408,0,NO
stu2614,9,6,13,2,2,,3.6,3.8,2.75,2.7,2.5,,201408,0,YES
stu2617,7,-1,1,3,0,3,2.3,2.4,2,2,1.65,2,201408,0,NO
stu2618,0,7,3,0,7,0,1.7,2.05,2.85,2.85,2.65,2.1,201408,0,NO
stu2620,7,4,3,5,7,1,2.6,3.45,2.3,3.25,3.3,0,201408,0,NO
stu2621,3,10,4,4,4,11,1.25,3.5,2.5,3.25,2.6,3.75,201408,0,NO
stu2622,5,5,6,3,6,-2,2.1,2.25,1.55,2.3,1.25,2.3,201408,0,NO
stu2632,7,-2,9,-2,12,7,1.5,1.65,2.65,2.65,2.3,3.25,201408,0,NO
stu2640,8,1,4,-2,1,3,2.8,3.1,2.4,3.9,2.8,3.75,201408,0,NO
stu2649,-1,1,10,4,7,-2,2.7,2.95,3.2,3.55,3.4,3.65,201408,0,NO
stu2650,7,2,-1,3,10,-3,1.8,2.9,0,2.55,2.55,2.8,201408,0,NO
stu2652,4,4,7,6,3,7,1.35,0,2.75,3.25,2.95,3.3,201408,0,NO
stu2653,,,,0,,,,,,1.7,,,201408,0,NO
dstu132,15,-5,12,7,11,4,2.05,2.55,1.6,2.9,2.95,3.5,201408,2,NO
dstu133,,,,,,,,,,,,,201408,2,NO
stu2657,12,6,14,6,10,4,1.9,2.9,2.65,3.75,2.65,3.55,201408,0,NO
stu2658,3,-1,7,9,11,5,3.65,3.3,2.35,1.5,2.75,3.35,201408,0,NO
stu2661,11,-1,12,-1,11,1,2.55,3.1,3.2,3.35,2.75,2.8,201408,0,NO
stu2669,12,3,-7,9,-1,1,2.85,3.7,1.7,3.6,2.85,3.4,201408,0,NO
stu2675,1,0,3,0,,,2.2,1,2.2,2.2,,,201408,0,YES
stu2676,1,0,1,0,3,-1,2.9,2.5,2.1,1.85,2.6,2.85,201408,0,NO
dstu134,6,3,5,,,,1.9,2.95,1.35,,,,201408,2,NO
stu2680,1,2,,4,8,8,1.25,3.6,,3.3,3.45,3.55,201408,0,YES
stu2683,1,1,5,0,2,3,2.75,2.85,2.85,3,2.25,2.7,201408,0,NO
stu2686,7,-2,8,4,5,4,3.25,3.25,3.2,3.25,3.5,3.5,201408,0,NO
dstu136,3,3,4,0,1,2,1.5,1.35,1.1,1.45,1.4,1.45,201408,2,NO
stu2689,5,2,1,2,0,1,1.95,1.55,1.6,2.5,0,0,201408,0,NO
stu2692,5,-1,9,6,11,6,3,3.35,2.65,2.2,1.6,2.65,201408,0,NO
dstu137,-1,6,0,0,-2,0,1.15,1.05,0.4,0,1.4,0,201408,2,NO
stu2697,,,,,,,,,,,,,201408,0,NO
stu2698,7,,10,5,3,-1,3.05,,3,3.25,3.2,2.55,201408,0,NO
stu2701,5,5,11,1,9,0,3.25,3.9,3.05,3.6,2.65,3.25,201408,0,NO
stu2702,3,0,5,1,-2,2,3,3.6,2.45,3.4,2.45,3.35,201408,0,NO
stu2704,4,2,7,1,1,10,2.55,3.5,2.85,3.2,2.75,3.7,201408,0,NO
stu2706,5,-1,10,8,10,8,1.5,1.7,1.1,2.4,2.4,3.65,201408,0,NO
stu2708,2,1,1,2,-1,8,1.8,3.65,2.95,3.45,1.5,2.3,201408,0,NO
stu2710,-1,0,,,,,3.8,3.95,,,,,201408,0,YES
stu2711,1,0,-1,-1,-5,2,2.9,3.4,2.5,2.75,2.2,2.7,201408,0,NO
stu2712,0,9,6,1,5,4,2.55,3.5,3.3,3.8,2.8,3.3,201408,0,NO
stu2714,-2,1,2,1,3,2,3.5,3.85,3,3.4,3.15,3.4,201408,0,NO
stu2716,-1,2,4,,1,4,2.55,2.65,3.05,,3.25,3.6,201408,0,NO
stu2718,1,-1,4,0,4,0,2.6,2.55,2.35,3.9,2.65,3.75,201408,0,NO
stu2719,3,2,6,3,1,,2.55,2.55,2.55,3.25,1.85,,201408,0,NO
stu2724,3,,-4,0,0,1,3.4,,1.7,3.65,2.9,3.85,201408,0,YES
stu2725,8,,,,,,2.4,,,,,,201408,0,NO
stu2729,0,4,8,-2,5,1,2.35,3.35,2.45,2.9,2.9,3.55,201408,0,NO
stu2733,7,1,18,5,13,7,3.6,3.75,3.6,3.3,3.55,3.85,201408,0,NO
stu2734,3,3,2,1,5,0,2.8,4,2.95,4,3.7,4,201408,0,NO
stu2735,2,1,7,4,-1,1,1.7,1.9,1.35,2.25,0,1.4,201408,0,NO
stu2736,2,0,3,9,1,2,1.5,2.25,2.3,2.3,2.15,2.55,201408,0,NO
stu2743,8,,3,6,-1,10,1.1,,1.95,2.6,2.95,2.95,201408,0,NO
stu2747,4,4,10,7,9,2,3.3,3.65,3.35,3.65,3.65,3.95,201408,0,NO
stu2749,,,,,0,1,,,,,3.4,4,201408,0,YES
stu2751,4,2,9,1,9,3,2.75,2.6,1.9,2.75,3,3.55,201408,0,NO
stu2753,1,-1,7,5,0,-1,2.8,2.95,3.35,3.6,3.1,2.4,201408,0,NO
stu2759,3,1,4,-2,0,1,2.9,3.45,2.7,2.75,2.8,2.8,201408,0,NO
stu2766,0,5,3,13,10,4,3,3.95,3.6,3.95,2.75,3.7,201408,0,NO
stu2769,3,2,7,7,6,5,2.6,3.4,2.6,3.15,3.35,3.5,201408,0,YES
stu2770,0,,-4,3,5,,3.4,,0.55,2.55,2.6,,201408,0,NO
stu2772,9,2,5,3,7,4,3.45,3.5,3.45,3.6,3.5,3.8,201408,0,NO
stu2774,1,0,0,0,0,0,3.9,4,3.45,4,3.65,4,201408,0,NO
stu2777,1,-2,-2,1,-2,4,1.7,1.4,1.15,1.65,1.9,2.85,201408,0,NO
stu2778,4,3,3,2,7,3,3.1,3.5,3.65,3.8,3.25,3.7,201408,0,NO
stu2780,1,4,2,3,1,3,2.95,3.65,2.75,3.15,2.35,3.55,201408,0,NO
stu2783,3,0,1,8,-2,3,2.7,2.2,1.05,3.2,1.9,3.8,201408,0,NO
stu2784,-1,3,15,7,10,1,2.45,2.15,3.2,3,3.25,2.8,201408,0,NO
stu2788,-3,2,-2,0,5,4,2.9,3.4,2.55,3.15,3.15,3.4,201408,0,NO
stu2792,,,,,,,,,,,,,201408,0,YES
stu2793,,,,,,,,,,,,,201408,0,YES
stu2794,4,2,1,1,3,0,2.45,3.35,3.2,3.45,2.65,3.5,201408,0,NO
stu2795,1,0,-4,,,,0,0,0.85,,,,201408,0,YES
stu2797,,,,,,,,,,,,,201408,0,YES
stu2798,4,3,5,9,10,3,2.9,3.3,1.9,2.85,2.15,3.1,201408,0,NO
stu2803,2,-3,8,2,7,3,1.65,1.8,2.85,2.45,2.95,2.95,201408,0,NO
stu2804,1,,3,0,,,0.6,,1.5,0,,,201408,0,YES
stu2805,0,4,2,2,5,3,2.9,3.35,2.4,3,1.9,2.4,201408,0,NO
stu2808,7,6,11,8,12,10,1.95,3.5,2.55,3.45,2.9,3.3,201408,0,YES
stu2810,1,-1,13,-2,12,4,2.95,2.85,2.65,2.4,2.8,3.35,201408,0,NO
stu2812,0,1,8,2,1,1,1,2.75,3,3.3,2.35,1.35,201408,0,NO
stu2818,0,2,2,-1,4,0,2.85,2.2,2.3,2.7,2.3,1.6,201408,0,NO
stu2819,13,9,7,13,10,6,2.9,3.5,2.75,3.6,3.05,3.5,201408,0,NO
stu2820,14,2,6,2,6,2,2.8,3.05,2.6,2.65,2.2,2.25,201408,0,YES
stu2821,0,0,-1,0,3,0,3,3.15,2.5,3.25,3.45,3.3,201408,0,NO
stu2822,1,1,4,3,7,2,2.75,3.25,1.5,1.7,3.2,3.7,201408,0,YES
dstu139,7,,9,0,3,2,1.8,,1.65,1.4,1.7,2.95,201408,3,YES
stu2828,-2,3,7,3,0,1,3.55,0,3.45,3.45,3.25,0,201408,0,NO
stu2830,4,7,8,1,7,8,3.6,3.5,3.5,2.55,3.3,3.65,201408,0,NO
stu2833,4,5,10,5,0,-1,1.9,2,3.1,3.7,2.4,1.75,201408,0,NO
stu2834,7,4,8,7,4,8,3,3.25,3.05,2.8,2.4,3.2,201408,0,NO
stu2841,1,5,8,8,9,4,3.2,3.45,2.6,3.1,3,3.6,201408,0,NO
stu2842,4,4,4,7,16,9,2.95,3.45,2.6,3.95,3.85,4,201408,0,NO
stu2844,-1,7,14,12,5,11,2.55,3.55,2.55,3.65,2.45,3.55,201408,0,NO
stu2846,3,-2,,,,,2.5,0,,,,,201408,0,NO
stu2848,2,4,2,-1,2,3,2.95,3.65,2.7,3.15,2.65,3.6,201408,0,NO
stu2852,-1,0,0,0,0,0,3,3.75,3.05,3.5,2.95,3.05,201408,0,YES
stu2854,-1,0,-2,3,2,2,2.55,2.4,1.55,3.05,0.8,2.15,201408,0,NO
stu2858,13,6,5,7,8,11,3.1,3.8,3,3.75,3.45,3.75,201408,0,NO
stu2859,-2,2,3,0,1,-1,3.5,3.95,3.5,3.85,3.7,3.8,201408,0,NO
stu2860,5,3,8,-1,4,6,2.85,2.9,2.1,2.45,2.25,2.45,201408,0,NO
stu2864,6,,1,,,,0.8,,0.7,,,,201408,0,YES
dstu140,8,3,2,-1,8,,2.85,2.7,2.7,2.6,2.35,,201408,2,NO
dstu141,,,,,,,,,,,,,201408,2,NO
stu2869,0,2,0,2,1,3,2.4,2.9,2.3,2.75,1.85,2.4,201408,0,NO
stu2871,8,9,10,8,6,4,2.8,3.3,2.6,3.4,3.15,3.25,201408,0,NO
stu2874,8,4,7,5,2,-1,2.55,2.65,2,2.9,2.55,1.65,201408,0,NO
stu2875,,,,,,,,,,,,,201408,0,YES
stu2876,6,9,0,9,3,5,2.45,2.85,3.1,3.75,3.1,3.6,201408,0,NO
stu2878,0,1,-2,1,6,1,0,2.15,1,1.6,2.1,2.35,201408,0,YES
stu2884,1,0,7,4,8,2,3.05,2.75,2.25,2.6,2.75,3.55,201408,0,NO
stu2885,1,5,2,8,10,1,1.95,2.65,2.6,3.8,3.25,3.95,201408,0,NO
stu2887,,0,,,,,,3.2,,,,,201408,0,YES
stu2894,5,5,2,3,5,4,2.4,2.7,2.9,3.05,3.35,3.6,201408,0,NO
stu2895,11,5,8,3,15,2,3.55,3.95,3.6,3.85,3.6,3.8,201408,0,YES
stu2898,,,0,0,0,2,,,3.4,3.8,3.6,3.8,201408,0,YES
stu2899,10,5,5,0,10,4,3.45,3.45,3.25,3.7,3.55,3.95,201408,0,NO
stu2901,4,7,8,0,0,6,2.4,3.3,2.9,2.8,2.75,3.8,201408,0,NO
stu2902,5,0,1,1,,5,3.55,3.55,3.9,3.9,,3.8,201408,0,NO
stu2904,3,-6,3,1,2,1,2.55,2.55,2.5,0,1.85,0,201408,0,YES
stu2906,0,,0,4,5,1,2.5,,0,1.9,1.6,0,201408,0,NO
stu2907,1,0,5,-1,2,0,2.2,3.05,2.35,2.35,2.45,2.45,201408,0,NO
stu2910,-2,0,8,2,5,0,3.05,2,2.6,3.4,3.2,3.3,201408,0,NO
stu2911,0,-1,-2,-1,-1,3,1.7,2.1,2.3,0.35,1.7,3.6,201408,0,YES
stu2913,0,1,10,4,2,1,3.45,3.7,3.3,3.3,3.65,3.95,201408,0,NO
stu2914,7,1,12,7,2,5,2.8,2.25,3.05,3.3,2.9,3.05,201408,0,NO
stu2915,7,0,11,6,7,3,3.2,3.3,3.15,3.15,2.85,2.85,201408,0,NO
stu2917,1,7,5,5,4,3,3.95,3.75,2.4,2.25,1.85,4,201408,0,NO
stu2918,1,7,2,1,0,,0,4,0,3.8,0,,201408,0,YES
stu2919,-2,0,,,0,0,3.05,3.8,,,3.7,4,201408,0,NO
stu2920,6,3,2,3,9,2,3.1,3.2,3.05,3.1,2.75,3.3,201408,0,NO
stu2921,6,3,5,1,4,2,3.1,3.7,2.6,3.8,3.45,3.95,201408,0,NO
